bulan;tahun;jenis;kode_trayek;trayek;jumlah_penumpang
Oktober;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11M;RUSUN RAWA BEBEK - BUKIT DURI;38.316
Oktober;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11N;RUSUN CIPINANG MUARA - JATINEGARA;3.269
Oktober;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11P;RUSUN PONDOK BAMBU - WALIKOTA JAKARTA TIMUR;3.279
Oktober;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11R;RUSUN CAKUNG KM 2 - BUKIT DURI;7.014
Oktober;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12C;RUSUN WADUK PLUIT- PENJARINGAN;8.968
Oktober;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12D;RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING);11.419
Oktober;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12F;RUSUN MARUNDA - RUSUN WADUK PLUIT;30.419
Oktober;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12H;RUSUN PENJARINGAN - PENJARINGAN;6.683
Oktober;2019;LAMPIRAN LAYANAN GRATIS BRT;PNS;GRATIS PNS DKI DAN PENSIUNAN PNS;42.969
Oktober;2019;LAMPIRAN LAYANAN GRATIS BRT;TKD;GRATIS TENAGA KONTRAK DKI;21.743
Oktober;2019;LAMPIRAN LAYANAN GRATIS BRT;KJP;GRATIS PENERIMA KJP;39.236
Oktober;2019;LAMPIRAN LAYANAN GRATIS BRT;KST;GRATIS KARYAWAN SWASTA TERTENTU;5.908
Oktober;2019;LAMPIRAN LAYANAN GRATIS BRT;RSN;GRATIS PENGHUNI RUMAH SUSUN;20.722
Oktober;2019;LAMPIRAN LAYANAN GRATIS BRT;PAS;GRATIS KTP KEPULAUAN SERIBU;391
Oktober;2019;LAMPIRAN LAYANAN GRATIS BRT;PBS;GRATIS PENERIMA RASKIN;2.16
Oktober;2019;LAMPIRAN LAYANAN GRATIS BRT;TNI;GRATIS TNI/POLRI;12
Oktober;2019;LAMPIRAN LAYANAN GRATIS BRT;VET;GRATIS VETERAN; -   
Oktober;2019;LAMPIRAN LAYANAN GRATIS BRT;KPD;GRATIS PENYANDANG DISABILITAS;7.779
Oktober;2019;LAMPIRAN LAYANAN GRATIS BRT;PLU;GRATIS LANSIA;443.021
Oktober;2019;LAMPIRAN LAYANAN GRATIS BRT;MAR;GRATIS MARBOT;70
Oktober;2019;LAMPIRAN LAYANAN GRATIS BRT;PAUD;GRATIS PAUD;6.252
Oktober;2019;LAMPIRAN LAYANAN GRATIS BRT;JMT;GRATIS JUMANTIK;7.149
Oktober;2019;LAMPIRAN RINCIAN GRATIS GATE NON BRT;B11;HALTE MM BARAT;1.094
Oktober;2019;LAMPIRAN RINCIAN GRATIS GATE NON BRT;B12;HALTE SUMARECON BEKASI;557
Oktober;2019;LAMPIRAN RINCIAN GRATIS GATE NON BRT;B21;HALTE BULAK KAPAL;978
Oktober;2019;LAMPIRAN RINCIAN GRATIS GATE NON BRT;B22;HALTE BTC;376
Oktober;2019;LAMPIRAN RINCIAN GRATIS GATE NON BRT;6C;HALTE TEBET;952
November;2019;BRT;1;KORIDOR 1 (BLOK M - KOTA);2.533.287
November;2019;BRT;2;KORIDOR 2 (PULOGADUNG 1 - HARMONI);938.282
November;2019;BRT;3;KORIDOR 3 (KALIDERES - PASAR BARU);1.153.406
November;2019;BRT;4;KORIDOR 4 (PULOGADUNG 2 - DUKUH ATAS 2);917.17
November;2019;BRT;5;KORIDOR 5 (KAMPUNG MELAYU - ANCOL);1.175.092
November;2019;BRT;6;KORIDOR 6 (RAGUNAN - DUKUH ATAS 2);1.124.575
November;2019;BRT;7;KORIDOR 7 (KAMPUNG RAMBUTAN - KAMPUNG MELAYU);1.116.233
November;2019;BRT;8;KORIDOR 8 (LEBAK BULUS - HARMONI);1.166.396
November;2019;BRT;9;KORIDOR 9 (PINANG RANTI - PLUIT);1.620.429
November;2019;BRT;10;KORIDOR 10 (PGC 2 - PLUIT);915.165
November;2019;BRT;11;KORIDOR 11 (PULOGEBANG - KAMPUNG MELAYU);359.276
November;2019;BRT;12;KORIDOR 12 (PENJARINGAN - TANJUNG PRIOK);284.908
November;2019;BRT;13;KORIDOR 13 (CBD CILEDUG - BLOK M);846.227
November;2019;ANGKUTAN UMUM INTEGRASI;1A;PIK - BALAIKOTA;121.18
November;2019;ANGKUTAN UMUM INTEGRASI;1B;STASIUN PALMERAH - TOSARI;57.596
November;2019;ANGKUTAN UMUM INTEGRASI;1F;STASIUN PALMERAH - BUNDARAN SENAYAN;31.543
November;2019;ANGKUTAN UMUM INTEGRASI;1C;PESANGGRAHAN - BLOK M;65.693
November;2019;ANGKUTAN UMUM INTEGRASI;1E;PONDOK LABU - BLOK M;192.537
November;2019;ANGKUTAN UMUM INTEGRASI;1H;STASIUN TANAH ABANG - STASIUN GONDANGDIA;73.535
November;2019;ANGKUTAN UMUM INTEGRASI;1M ;BLOK M - MERUYA;52.393
November;2019;ANGKUTAN UMUM INTEGRASI;1N;TANAH ABANG - BLOK M;38.967
November;2019;ANGKUTAN UMUM INTEGRASI;1P;SENEN - BUNDERAN SENAYAN;33.18
November;2019;ANGKUTAN UMUM INTEGRASI;1Q;REMPOA - BLOK M;75.201
November;2019;ANGKUTAN UMUM INTEGRASI;1R;STASIUN PASAR SENEN - STASIUN TANAH ABANG;49.786
November;2019;ANGKUTAN UMUM INTEGRASI;2K;JGC - HARAPAN INDAH;2.725
November;2019;ANGKUTAN UMUM INTEGRASI;3D;PENJARINGAN - RAWA BUAYA;44.021
November;2019;ANGKUTAN UMUM INTEGRASI;3E;SENTRALAND CENGKARENG - PURI KEMBANGAN;55.74
November;2019;ANGKUTAN UMUM INTEGRASI;4A;TU GAS - GROGOL 2;26.681
November;2019;ANGKUTAN UMUM INTEGRASI;4B;STASIUN MANGGARAI - UI;233.339
November;2019;ANGKUTAN UMUM INTEGRASI;4C;TU GAS - BUNDERAN SENAYAN;18.961
November;2019;ANGKUTAN UMUM INTEGRASI;4F;PONDOK GEDE - PULOGADUNG 2;148.223
November;2019;ANGKUTAN UMUM INTEGRASI;DA1;DUKUH ATAS - SAM RATULANGI;1.075
November;2019;ANGKUTAN UMUM INTEGRASI;DA2;DUKUH ATAS - TANAH ABANG;3.363
November;2019;ANGKUTAN UMUM INTEGRASI;DA3;DUKUH ATAS - KUNINGAN;13.931
November;2019;ANGKUTAN UMUM INTEGRASI;DA4;DUKUH ATAS - KOTA;12.77
November;2019;ANGKUTAN UMUM INTEGRASI;5A;KAMPUNG MELAYU - GROGOL 1;43.569
November;2019;ANGKUTAN UMUM INTEGRASI;5B;STASIUN TEBET - BIDARA CINA;46.078
November;2019;ANGKUTAN UMUM INTEGRASI;5F;KAMPUNG MELAYU - TANAH ABANG;63.638
November;2019;ANGKUTAN UMUM INTEGRASI;6C;STASIUN TEBET - KARET VIA PATRA KUNINGAN;273.019
November;2019;ANGKUTAN UMUM INTEGRASI;6H;LEBAK BULUS - STASIUN SENEN;114.833
November;2019;ANGKUTAN UMUM INTEGRASI;6M;BLOK M - STASIUN MANGGARAI;88.182
November;2019;ANGKUTAN UMUM INTEGRASI;6N;RAGUNAN - BLOK M VIA KEMANG;113.396
November;2019;ANGKUTAN UMUM INTEGRASI;6Q;EPICENTRUM - CASABLANCA;14.775
November;2019;ANGKUTAN UMUM INTEGRASI;7A;KAMPUNG RAMBUTAN - LEBAK BULUS;114.256
November;2019;ANGKUTAN UMUM INTEGRASI;7B;KAMPUNG RAMBUTAN - BLOK M;120.148
November;2019;ANGKUTAN UMUM INTEGRASI;7D;PANCORAN - TMII;86.822
November;2019;ANGKUTAN UMUM INTEGRASI;7E;KAMPUNG RAMBUTAN - RAGUNAN;18.211
November;2019;ANGKUTAN UMUM INTEGRASI;7N;GANDARIA - KAMPUNG RAMBUTAN;8.588
November;2019;ANGKUTAN UMUM INTEGRASI;7P;PONDOK KELAPA - BKN;33.976
November;2019;ANGKUTAN UMUM INTEGRASI;8C;KEBAYORAN LAMA - TANAH ABANG;84.037
November;2019;ANGKUTAN UMUM INTEGRASI;8D;JOGLO - BLOK M;92.288
November;2019;ANGKUTAN UMUM INTEGRASI;8E;BINTARO - BLOK M;61.023
November;2019;ANGKUTAN UMUM INTEGRASI;8K;BATUSARI - TANAH ABANG;46.848
November;2019;ANGKUTAN UMUM INTEGRASI;9D;PASAR MINGGU - TANAH ABANG;155.916
November;2019;ANGKUTAN UMUM INTEGRASI;9E;KEBAYORAN LAMA - GROGOL 2;71.977
November;2019;ANGKUTAN UMUM INTEGRASI;9H;CIPEDAK - BLOK M;73.213
November;2019;ANGKUTAN UMUM INTEGRASI;11A;PULO GEBANG - RAWAMANGUN;17.462
November;2019;ANGKUTAN UMUM INTEGRASI;11D;PULOGEBANG - PULOGADUNG 2 VIA PIK;89.221
November;2019;ANGKUTAN UMUM INTEGRASI;11Q;KAMPUNG MELAYU - PULOGEBANG VIA BKT;72.684
November;2019;ANGKUTAN UMUM INTEGRASI;11T;PULO GEBANG - STASIUN CAKUNG;846
November;2019;ANGKUTAN UMUM INTEGRASI;11U;PULOGEBANG - STASIUN CAKUNG VIA CILINCING;9.346
November;2019;ANGKUTAN UMUM INTEGRASI;12A;PELABUHAN KALIADEM - KOTA;15.754
November;2019;ANGKUTAN UMUM INTEGRASI;12B;PLUIT - STASIUN SENEN;46.261
November;2019;ANGKUTAN UMUM INTEGRASI;12E;HISTORY OF JAKARTA EXPLORER;9.219
November;2019;ANGKUTAN UMUM INTEGRASI;12K;ASEMKA EXPLORER;9.927
November;2019;ANGKUTAN UMUM INTEGRASI;MR1;CSW - PAKUBUWONO;1.884
November;2019;ANGKUTAN UMUM INTEGRASI;MR2;CSW - KRAMAT PELA;11.825
November;2019;ANGKUTAN UMUM INTEGRASI;MR3;CSW - WIJAYA;4.085
November;2019;ANGKUTAN UMUM INTEGRASI;MR5;STASIUN MRT BLOK A - RADIO DALAM;6.285
November;2019;ANGKUTAN UMUM INTEGRASI;MR8;CIPETE - ANTASARI;8.911
November;2019;ANGKUTAN UMUM INTEGRASI;MR9;SOUTH QUARTER - LEBAK BULUS;10.456
November;2019;ANGKUTAN UMUM INTEGRASI;10K;SENIN - TANJUNG PRIOK;39.077
November;2019;ANGKUTAN UMUM INTEGRASI;10F;LRT PEGANGSAAN - KELAPA GADING;876
November;2019;ANGKUTAN UMUM INTEGRASI;6R;RAGUNAN - FATMAWATI;0
November;2019;ANGKUTAN UMUM INTEGRASI;5M;KAMPUNG MELAYU - TANAH ABANG VIA CIKINI;0
November;2019;TRANSJABODETABEK;B11;SUMMARECON BEKASI - TOSARI;69.589
November;2019;TRANSJABODETABEK;B12;SUMMARECON BEKASI - TANJUNG PRIOK;46.995
November;2019;TRANSJABODETABEK;B21;BEKASI TIMUR - GROGOL 2;89.696
November;2019;TRANSJABODETABEK;B22;BEKASI TIMUR - JUANDA;54.748
November;2019;TRANSJABODETABEK;D11;DEPOK - BKN;118.75
November;2019;TRANSJABODETABEK;D21;UI - LEBAK BULUS;159.894
November;2019;TRANSJABODETABEK;S11;BSD - GROGOL 2;130.119
November;2019;TRANSJABODETABEK;S21;CIPUTAT - TOSARI;161.55
November;2019;TRANSJABODETABEK;S22;CIPUTAT - KAMPUNG RAMBUTAN;108.359
November;2019;TRANSJABODETABEK;S41;PONDOK CABE - TANAH ABANG;67.941
November;2019;TRANSJABODETABEK;T11;PORIS PLAWAD - BUNDARAN SENAYAN;246.372
November;2019;TRANSJABODETABEK;T12;PORIS PLAWAD - JUANDA;88.801
November;2019;TRANSJABODETABEK;7C;CIBUBUR - BKN;186.186
November;2019;TRANSJABODETABEK;2B;HARAPAN INDAH - ASMI;107.934
November;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;B13;BEKASI BARAT - BLOK M;20.721
November;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;B14;BEKASI BARAT - KUNINGAN;17.94
November;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;B23;BEKASI TIMUR - TEBET;1.017
November;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;B24;BEKASI TIMUR - KALIDERES;2.656
November;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;1K;CIBUBUR JUNCTION - BLOK M;21.326
November;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;1T;CIBUBUR - KOTA;18.585
November;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;6P;CIBUBUR - KUNINGAN;21.08
November;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;1U;TAMAN MINI - BALAI KOTA;6.397
November;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;D31;CINERE - KUNINGAN;2.319
November;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;S31;BINTARO - BLOK M VIA JORR;15.764
November;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;S12;BSD - MRT FATMAWATI;20.531
November;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;B15;JATI BENING - BLOK M;4.324
November;2019; ANGKUTAN EKSEKUTIF ROYAL TRANS ;B16;JATI BENING - KUNINGAN;1.339
November;2019; ANGKUTAN UMUM LAINNYA ;GR1;BUNDARAN SENAYAN - HARMONI (BUS GRATIS);488.787
November;2019; ANGKUTAN UMUM LAINNYA ;GR2;TANAH ABANG EXPLORER;234.189
November;2019; ANGKUTAN UMUM LAINNYA ;TJC;TRANSJAKARTA CARES;4.74
November;2019; ANGKUTAN UMUM LAINNYA ;G1;GRATIS GATE NON BRT;3.957
November;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN RT/RW JUMANTIK;13.749
November;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN HUT TNI;1.446
November;2019; ANGKUTAN UMUM LAINNYA ;;RM FESTIVAL BAKAR BATU;1.858
November;2019; ANGKUTAN UMUM LAINNYA ;;MILAD BANK JABAR;3.906
November;2019; ANGKUTAN UMUM LAINNYA ;;KONGRES VIII LMND;256
November;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN PRA PON GULAT;0
November;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN KEGIATAN PERTIKAWAN;0
November;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN KORPRI DKI;0
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-1;TANJUNG PRIOK - PLUMPANG;105.862
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-2;KAMPUNG MELAYU - DUREN SAWIT;83.589
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-3;LEBAK BULUS - PONDOK LABU;82.792
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-4;GROGOL - JEMBATAN DUA;68.926
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-5;SEMPER - ROROTAN;117.59
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-6;KAMPUNG RAMBUTAN - PONDOK GEDE;130.11
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-7;TANAH ABANG - TAWAKAL;89.118
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-8;ROXY - BENDUNGAN HILIR;16.725
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-9;ROXY KARET;2.094
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-10;TANAH ABANG-KOTA;65.322
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-11;TANAH ABANG-KEBAYORAN LAMA;80.113
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-12;TANAH ABANG- KAMPUNG BARU KEBAYORAN;63.344
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-13;TANAH ABANG - KOTA INTAN ;725
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-14;TANAH ABANG-MERUYA;162.745
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-15;TANJUNG PRIOK - BULAK TURI;188.212
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-16;PGC - CONDET;157.349
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-17;PULOGADUNG - SENEN;58.569
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-18;STASIUN KALIBATA - KUNINGAN;41.755
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-19;PINANG RANTI - SETU;246.895
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-20;LUBANG BUAYA - CAWANG UKI;146.84
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-21;DWIKORA - CILILITAN;166.231
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-22;PENAS KALIMALANG - DWIKORA;79.327
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-24;SENEN - PULOGADUNG VIA KELAPA GADING;110.069
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-25;PASAR REBO - KALISARI;102.073
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-26;RAWAMANGUN - DUREN SAWIT;91.27
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-27;PULOGEBANG - ROROTAN;88.469
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-28;PASAR REBO - TAMAN WILADATIKA;130.669
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-29;TANJUNG PRIOK - KELAPA GADING;176.281
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-30;MERUYA - CITRALAND;271.353
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-31;PONDOK LABU - BLOK M;150.204
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-32;PETUKANGAN - LEBAK BULUS;181.242
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-33;PULO GADUNG - KOTA;66.053
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-34;RAWAMANGUN - KLENDER;101.746
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-36;CILANGKAP - CILILITAN;148.565
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-37;CILILITAN - CONDET VIA KAYU MANIS;141.777
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-38;BULAK RINGIN - KAMPUNG RAMBUTAN;125.348
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-39;DUREN SAWIT - KALIMALANG;91.457
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-40;PULOGEBANG - TAMAN HARAPAN BARU;64.408
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-42;PONDOK KELAPA - KAMPUNG MELAYU;4.381
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-43;TONGTEK - CILILTAN;0
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-44;ANDARA - LENTENG AGUNG;95.523
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-45;LEBAK BULUS - RAGUNAN;126.875
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-47;PASAR MINGGU - CIGANJUR;97.308
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-49;LEBAK BULUS - CIPULIR;0
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-50;KALIDERES - PURI KEMBANGAN;107.291
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-51;TAMAN KOTA - BUDI LUHUR;232.669
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-52;KALIDERES - ANGKE;0
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-54;GROGOL - BENHIL;0
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-56;GROGOL - SRENGSENG;60.082
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-58;CILINCING - ROROTAN;133.076
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-59;RAWASENGON - RAWAMANGUN;143.444
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-60;KELAPA GADING - RUSUN KEMAYORAN;96.72
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-61;PULOGADUNG - CEMPAKA PUTIH;67.136
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-64;LENTENG AGUNG - ASELI;86.996
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-72;KAMPUNG RAMBUTAN - PASAR REBO VIA PONCOL;183.598
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-73;CIBUBUR - JAMBORE;0
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-74;RAWAMANGUN - CIPINANG;0
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-75;CILILITAN - KAMPUNG PULO;94.199
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-77;TANJUNG PRIOK - JEMBATAN HITAM;90.669
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-80;RAWA BUAYA - RAWA KOMPENI;0
November;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-84;KAMPUNG MELAYU - KAPIN RAYA;0
November;2019;ANGKUTAN WISATA;BW1;SEJARAH JAKARTA;53.087
November;2019;ANGKUTAN WISATA;BW2;JAKARTA MODERN;36.611
November;2019;ANGKUTAN WISATA;BW4;PENCAKAR LANGIT;18.33
November;2019;ANGKUTAN WISATA;BW3;KESENIAN DAN KULINER;12.121
November;2019;ANGKUTAN WISATA;BW5;WISATA KALIJODO;11.818
November;2019;ANGKUTAN WISATA;BW6;MAKAM MBAH PRIUK;2.314
November;2019;ANGKUTAN WISATA;BW7;JAKARTA BELANJA;8.875
November;2019;ANGKUTAN UMUM INTEGRASI RUSUN;2E;RUSUN RAWA BEBEK - PAKIN;21.34
November;2019;ANGKUTAN UMUM INTEGRASI RUSUN;2F;RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG 1;23.734
November;2019;ANGKUTAN UMUM INTEGRASI RUSUN;2H;RUSUN JATI RAWASARI - SENEN;4.676
November;2019;ANGKUTAN UMUM INTEGRASI RUSUN;3A;RUSUN PESAKIH - KALIDERES;27.143
November;2019;ANGKUTAN UMUM INTEGRASI RUSUN;3B;RUSUN FLAMBOYAN - KALIDERES;8.337
November;2019;ANGKUTAN UMUM INTEGRASI RUSUN;3C;RUSUN KAPUK MUARA - PENJARINGAN;7.885
November;2019;ANGKUTAN UMUM INTEGRASI RUSUN;4E;RUSUN JATINEGARA KAUM - PULO GADUNG 2;3.295
November;2019;ANGKUTAN UMUM INTEGRASI RUSUN;9F;RUSUN TAMBORA - PLUIT;6.51
November;2019;ANGKUTAN UMUM INTEGRASI RUSUN;10A;RUSUN MARUNDA - TANJUNG PRIOK;46.85
November;2019;ANGKUTAN UMUM INTEGRASI RUSUN;10B;RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG;11.551
November;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11B;RUSUN RAWA BEBEK - PENGGILINGAN;7.286
November;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11C;RUSUN PINUS ELOK - RUSUN PULO GEBANG;32.259
November;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11K;RUSUN KOMARUDIN - PENGGILINGAN;8.797
November;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11M;RUSUN RAWA BEBEK - BUKIT DURI;44.193
November;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11N;RUSUN CIPINANG MUARA - JATINEGARA;3.377
November;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11P;RUSUN PONDOK BAMBU - WALIKOTA JAKARTA TIMUR;3.854
November;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11R;RUSUN CAKUNG KM 2 - BUKIT DURI;7.105
November;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12C;RUSUN WADUK PLUIT- PENJARINGAN;9.653
November;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12D;RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING);12.748
November;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12F;RUSUN MARUNDA - RUSUN WADUK PLUIT;28.408
November;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12H;RUSUN PENJARINGAN - PENJARINGAN;7.62
November;2019;LAMPIRAN LAYANAN GRATIS BRT;PNS;GRATIS PNS DKI DAN PENSIUNAN PNS;40.921
November;2019;LAMPIRAN LAYANAN GRATIS BRT;TKD;GRATIS TENAGA KONTRAK DKI;20.126
November;2019;LAMPIRAN LAYANAN GRATIS BRT;KJP;GRATIS PENERIMA KJP;38.445
November;2019;LAMPIRAN LAYANAN GRATIS BRT;KST;GRATIS KARYAWAN SWASTA TERTENTU;5.983
November;2019;LAMPIRAN LAYANAN GRATIS BRT;RSN;GRATIS PENGHUNI RUMAH SUSUN;20.614
November;2019;LAMPIRAN LAYANAN GRATIS BRT;PAS;GRATIS KTP KEPULAUAN SERIBU;500
November;2019;LAMPIRAN LAYANAN GRATIS BRT;PBS;GRATIS PENERIMA RASKIN;2.353
November;2019;LAMPIRAN LAYANAN GRATIS BRT;TNI;GRATIS TNI/POLRI;37
November;2019;LAMPIRAN LAYANAN GRATIS BRT;VET;GRATIS VETERAN;0
November;2019;LAMPIRAN LAYANAN GRATIS BRT;KPD;GRATIS PENYANDANG DISABILITAS;8.107
November;2019;LAMPIRAN LAYANAN GRATIS BRT;PLU;GRATIS LANSIA;405.165
November;2019;LAMPIRAN LAYANAN GRATIS BRT;MAR;GRATIS MARBOT;0
November;2019;LAMPIRAN LAYANAN GRATIS BRT;PAUD;GRATIS PAUD;6.534
November;2019;LAMPIRAN LAYANAN GRATIS BRT;JMT;GRATIS JUMANTIK;7.093
November;2019;LAMPIRAN RINCIAN GRATIS GATE NON BRT;B11;HALTE MM BARAT;1.026
November;2019;LAMPIRAN RINCIAN GRATIS GATE NON BRT;B12;HALTE SUMARECON BEKASI;536
November;2019;LAMPIRAN RINCIAN GRATIS GATE NON BRT;B21;HALTE BULAK KAPAL;1.02
November;2019;LAMPIRAN RINCIAN GRATIS GATE NON BRT;B22;HALTE BTC;300
November;2019;LAMPIRAN RINCIAN GRATIS GATE NON BRT;6C;HALTE TEBET;883
Desember;2019;BRT;1;KORIDOR 1 (BLOK M - KOTA);2,686,458
Desember;2019;BRT;2;KORIDOR 2 (PULOGADUNG 1 - HARMONI);936,927
Desember;2019;BRT;3;KORIDOR 3 (KALIDERES - PASAR BARU);1,127,029
Desember;2019;BRT;4;KORIDOR 4 (PULOGADUNG 2 - DUKUH ATAS 2);784,864
Desember;2019;BRT;5;KORIDOR 5 (KAMPUNG MELAYU - ANCOL);1,161,894
Desember;2019;BRT;6;KORIDOR 6 (RAGUNAN - DUKUH ATAS 2);1,089,313
Desember;2019;BRT;7;KORIDOR 7 (KAMPUNG RAMBUTAN - KAMPUNG MELAYU);1,109,984
Desember;2019;BRT;8;KORIDOR 8 (LEBAK BULUS - HARMONI);1,140,845
Desember;2019;BRT;9;KORIDOR 9 (PINANG RANTI - PLUIT);1,562,871
Desember;2019;BRT;10;KORIDOR 10 (PGC 2 - PLUIT);872,266
Desember;2019;BRT;11;KORIDOR 11 (PULOGEBANG - KAMPUNG MELAYU);367,451
Desember;2019;BRT;12;KORIDOR 12 (PENJARINGAN - TANJUNG PRIOK);303,913
Desember;2019;BRT;13;KORIDOR 13 (CBD CILEDUG - BLOK M);796,166
Desember;2019;ANGKUTAN UMUM INTEGRASI;1A;PIK - BALAIKOTA;121,138
Desember;2019;ANGKUTAN UMUM INTEGRASI;1B;STASIUN PALMERAH - TOSARI;61,248
